key,publicationyear,author,title,doi,url,abstractnote
6NPF4CU7,2014,"Isakower, S",Spatial competition and Edgeworth price cycles,,http://www.isakower.com/SIWEB/JMP-SpatialCompetitionandEdgeworthPriceCycles-1114.pdf,"… (both aggregate price elasticity of demand and cross-price elasticity between competitors), … First, I observe the confidential wholesale price of LPG paid by one multi-site BP franchisee …"
QRA5ILSN,2021,"Yawale, SK; Hanaoka, T; Kapshe, M",Development of energy balance table for rural and urban households and evaluation of energy consumption in Indian states,,https://www.sciencedirect.com/science/article/pii/S1364032120306808,"… , the government of India has initiated various energy subsidy programs for kerosene and LPG both … This is because cooking has major share in Indian household energy demand and …"
3QY692QK,2005,"Gundimeda, H",Can CPRs generate carbon credits without hurting the Poor?,,https://www.jstor.org/stable/4416307,"… in terms of the demand for different kinds of energy. Knowing … -price elasticity of demand for fuelwood with respect to price of … in the market, and even LPG is not easily accessible in rural …"
UNA893YJ,2010,"Oh, I; Wehrmeyer, W; Mulugetta, Y",Decomposition analysis and mitigation strategies of CO2 emissions from energy consumption in South Korea,,https://www.sciencedirect.com/science/article/pii/S0301421509007101,"… ) and LPG (−0.24 and −0.07, respectively) in South Korea. The relatively lower price of LPG compared with gasoline and diesel caused a temporary spread of LPG vehicles from the …"
EJ6U2ITQ,2020,"Lerede, D; Bustreo, C; Gracceva, F; Lechón, Y; Savoldi, L",Analysis of the effects of electrification of the road transport sector on the possible penetration of nuclear fusion in the long-term european energy mix,,https://www.mdpi.com/769064,… policies and demand elasticity of the behavior of the European transport sector and the implications for the future penetration of fusion power into the European energy system. This …
VE9DWY54,2001,"Jung, TY; Lee, H; Moon, CG",A Greenhouse Gas Emission Model for Korea,10.1007/BF03398630,https://link.springer.com/article/10.1007/BF03398630,"… We find that energy demand and CO2 emissions in Korea will … -K allows for fuel substitution among LPG, kerosene and town gas, … Finally, the price elasticities of factor demand can be …"
XILE2V47,2016,"Ogundari, IO; Momodu, AS; Akarakiri, JB; ...",Kerosene subsidy and oil deregulation policy development in Nigeria,,https://content.iospress.com/articles/journal-of-resources-energy-and-development/red131203,"… the oil deregulation debate based on the price–demand elasticity analyses of petroleum products (… Though the shares of LPG, kerosene, and electricity, which are chiefly household and …"
5BZS6GTV,2020,"Zahno, M; Michaelowa, K; Dasgupta, P; Sachdeva, I",Health awareness and the transition towards clean cooking fuels: Evidence from Rajasthan,,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0231931,"… (C) corresponds to the market price of an LPG refill (p m ), … Households covering all energy needs for cooking with LPG … and the respondents’ price-elasticity of demand, their stated WTP …"
YXW8EI6S,2021,"Chaudhuri, C",Climbing Energy Ladder or Fuel Stacking in Indian Households: A Multinomial Logit Approach,10.1007/978-981-33-4830-1_10,https://link.springer.com/chapter/10.1007/978-981-33-4830-1_10,"… In India, LPG for cooking is of the highest energy efficiency and convenience … to energy use pattern to get insights into energy efficiency, income and price elasticities of energy demand, …"
QP4TGA3G,2019,"Fortes, P; Simoes, SG; Gouveia, JP; Seixas, J","Electricity, the silver bullet for the deep decarbonisation of the energy system? Cost-effectiveness analysis for Portugal",,https://www.sciencedirect.com/science/article/pii/S0306261918318853,"… energy services demand-price elasticities, which simulate the impact on energy service demand levels of energy … The overall decarbonisation strategy is to switch from oil products (LPG …"
QUKV4RVT,2003,"Hongtao, Z; Zheng, L; Weidou, N; Larson, ED; ...",Case-study of a coal gasification-based energy supply system for China,,https://www.sciencedirect.com/science/article/pii/S0973082608603804,"… , final energy demand was projected directly using a GDP-energy demand elasticity. For the … We assumed the final energy demand for LPG and for town gas would increase 10 % and 2 …"
87SHUBRZ,2014,"Gago, A; Labandeira, X; López-Otero, X",A panorama on energy taxes and green tax reforms,,https://eforenergy.org/docpublicaciones/documentos-de-trabajo/WP08-2013.pdf,… where ekk is the price elasticity of good k and α are λ … price elasticity of demand should be more heavily taxed. As the empirical evidence shows that price elasticities of energy demand …
4DV5U3AL,1987,"Bartlett, S; Dagsvik, JK; Olsen, Ø; Strøm, S",Fuel choice and the demand for natural gas in Western European households,,https://ssb.brage.unit.no/ssb-xmlui/bitstream/handle/11250/179921/dp_023.pdf?sequence=1,"… price elasticity of energy demand is estimated to -0.3 — -0.4. … price elastic, so that the neoclassical gas price elasticity … of price effects, we have calculated a set of price elasticities of the …"
9564HBV3,2009,"Guta, DD",Energy demand in rural ethiopia from a household perspective: a panel data analysis,,https://www.jstor.org/stable/24812720,"… of price elasticities. In the existing economic literature, although household energy demand … increase in the percentage of consumers who consume LPG and electricity.25 In the case of …"
SXPR69UD,2012,"Rentziou, A; Gkritza, K; Souleyrette, RR","VMT, energy consumption, and GHG emissions forecasting for passenger transportation",,https://www.sciencedirect.com/science/article/pii/S0965856411001789,… petroleum gas (LPG)/propane were provided by the US Department of … elasticity estimates in the present study. Note that our elasticity estimates are comparable to short-term elasticities …
9U8WGIS6,2006,"Jacoby, HD; Reilly, JM; McFarland, JR; Paltsev, S",Technology and technical change in the MIT EPPA model,,https://www.sciencedirect.com/science/article/pii/S0140988306000624,"… (LPG), AEEI, vintaging parameters and key elasticities–are important to the results that are obtained for policy assessments. Unfortunately, all these variables reflect technical processes …"
CUIFCHXC,2012,"Patra, DC",The case of LPG,,,
W46FJLVF,,"Dahal, AK",Comparison of Rate of Change in the Consumption of Various Sources of Energy in Nepal,,,
BIVYE8N9,2005,"Zachariadis, T",Assessing policies towards sustainable transport in Europe: an integrated model,,https://www.sciencedirect.com/science/article/pii/S0301421504000163,"… Income and cost elasticities (γ and δ, respectively) were selected to be somewhat lower—in absolute terms—than the corresponding income and price elasticities of annual mileage as …"
NIAI36BY,2015,"Bhattacharyya, A; Das, D",What Makes Rural Households Use Traditional Fuel? Empirical Evidence from India,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2753230,"… on energy used for cooking includes the total daily expenditure on different types of energy like kerosene, LPG… for traditional fuel should be income elastic because it is inferior in nature. …"
URMLINLV,1987,"Hertzmark, DI","Energy in Southeast Asia: responses to energy shocks, 1973-1985",10.1146/annurev.eg.12.110187.000323,https://www.annualreviews.org/doi/pdf/10.1146/annurev.eg.12.110187.000323,"… to LPG, electricity, and kerosene. The main factor running up biomass … the price elasticity of demand after the price increases of 1979-1980, there are reasons to believe NODC demand …"
AMDQXUYM,2011,"Bhattacharyya, SC; Bhattacharyya, SC",Energy demand analysis at a disaggregated level,10.1007/978-0-85729-268-1_4,https://link.springer.com/chapter/10.1007/978-0-85729-268-1_4,"… , households switch from traditional energies to coal or kerosene, LPG and electricity. Such … studies have reduced to estimation price and income elasticities of demand and accordingly, …"
IPATKZ79,1983,"Verbruggen, A",Cogeneration—allocation of joint costs,,https://www.sciencedirect.com/science/article/pii/0301421583900290,"… with e = price elasticity of demand, C = cost function of joint … inversely proportional to the elasticities of demand for the goods … of the total energy market taken by natural gas and LPG has …"
SDNIWMCJ,2018,"Kusumaningrum, SN",The sensitivity of residential electricity demand in Indonesia,,https://scholar.archive.org/work/dsr6j7hcyref7klceqgmp2k4lm/access/wayback/http://journal.uinjkt.ac.id/index.php/signifikan/article/viewFile/6048/4209,"… of liquefied petroleum gas (LPG), gasoline and electricity. The … This study found that the price elasticity in quantiles demand … Aside from environmental issue, energy efficiency can make …"
F9SIYNJK,1996,"Lam, JC",An analysis of residential sector energy use in Hong Kong,,https://www.sciencedirect.com/science/article/pii/0360544295000895,"… -gas and LPG) and electricity have become the two major forms of energy used in residential … -economics and demography such as price and income elasticities, changing social habits, …"
X3H2WXWH,2002,"Howells, M; Solomon, M; Kenny, A; ...",Energy Modelling as a Tool to Assist with Electrification,,https://zivahub.uct.ac.za/articles/Contributing_to_Access_to_Household_Electrification_for_Sustainable_Development_A_Partnership_Between_Eskom_and_the_University_of_Cape_Town/7217549/files/13291454.pdf#page=12,"… Elasticities give a measure of the increase of a particular demand compared with one of the … A much better energy source here may be LPG. In this case, energisation would provide …"
T7VT6X6X,2007,"Bandyopadhyay, G; Bagheri, F; Mann, M",Reduction of fossil fuel emissions in the USA: A holistic approach towards policy formulation,,https://www.sciencedirect.com/science/article/pii/S0301421506000863,"… and price elasticities of the direct energy goods were estimated using a demand function … The table leaves out LPG, an important home fuel. This is added on a prorated basis (4% of …"
WKZUBPGA,2021,"Ilyas, R",Energy consumption: The importance of institutional quality in Pakistan,,https://www.pepri.edu.pk/jaebs/index.php/files/article/view/151,… In absence of reliable distribution network the rural households use LPG as a source of fuel … In case of cross price elasticities the results match our previous findings of kerosene being a …
XWPHCTI7,2008,"Sarr, S; Dafrallah, T; Ndour, A; ...",Global Network on Energy for Sustainable Development (GNESD),,https://staging.unhabitat.org/downloads/docs/7803_88860_GLOBAL%20NETWORK%20ON%20ENERGY%20FOR%20SUSTAINABLE%20DEVELOPMENT_ENDA.pdf,"… the national demand for LPG is rising, the demand for LPG by … of the governmental subsidies on LPG. The governmental … Price and demand variations and price elasticity of demand …"
WQR9IC6W,2020,"Chen, H; Yang, X; Zhao, S; Wang, G; ...",Study on Energy Consumption Structure of Guangdong Transportation Sector,10.1088/1755-1315/495/1/012012,https://iopscience.iop.org/article/10.1088/1755-1315/495/1/012012/meta,"… Traffic demand prediction method In this study, traffic demand elasticity equation is used to predict the growth of traffic service demand [4]. This method has been developed for a long …"
6YWJW5U6,2021,"CISSE, O; Thiam, M; Mbaye, MF; Wade, M",Integration Of Responsive Hybrid Loads Into An Electrical System With High Penetration Of Photovoltaic in Senegal,,https://rsepress.com/index.php/jet/article/view/45,… energy from PV. In the work presented in this article hybrid loads (LPG and electrical) participate in the demand … and rebound effects often seen in Demand Side Management. It will be a …
558VVPU8,2018,"Razek, NA",Economic Cycles and the Responsiveness of Natural Gas Demand in China's Residential Sector,,https://www.kapsarc.org/wp-content/uploads/2018/03/KS-2018-DP29-Economic-Cycles-and-the-Responsiveness-of-Natural-Gas-Demand-in-China%E2%80%99s-Residential-Sector.pdf,"… share of natural gas in energy demand to at least 10 percent … is to estimate the price elasticity of demand. Annual data on … has data for the price of liquefied petroleum gas (LPG), which …"
ZDW7Y63R,1985,"Herrin, AN; Montes, MF; Florentino, RF","Food, fuel and urbanization in the Philippines",,https://opendocs.ids.ac.uk/opendocs/bitstream/handle/20.500.12413/3514/pidssp8505.pdf?sequence=1,"… _e, the aggregate demand for foo_ _d fuel will be affected by chan_es In demand patterns and _ncome distribution associated with the shaft in population from rural to _trb_ areas. …"
KT8EXDJN,2009,"Parikh, KS; Karandikar, V; Rana, A; Dani, P",Projecting India's energy requirements for policy formulation,,https://www.sciencedirect.com/science/article/pii/S036054420800296X,… Sectoral studies and energy price elasticities have also been … Better roads could lower cost of delivery of kerosene and LPG… the household demand for non-commercial energy (firewood…
N2RD2LW8,2010,"Erdem, C; Şentürk, İ; Şimşek, T",Identifying the factors affecting the willingness to pay for fuel-efficient vehicles in Turkey: A case of hybrids,,https://www.sciencedirect.com/science/article/pii/S0301421510000716,"… price difference between LPG and gasoline–diesel in Turkey, the number of automobile owners installing LPG … long as a relative difference exits between LPG and gasoline–diesel, it is …"
MIR8ZIF4,2015,"Commander, S; Nikoloski, Z; ...",Estimating the size of external effects of energy subsidies in transport and agriculture,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2589351,"… The wider literature looking at fuel price elasticities unambiguously finds that fuel price … by tourism, construction and energy intensive industries. LPG is almost entirely consumed by …"
3HSA7DMF,2022,"Shirazi, M",Dynamic behavioral characteristics of maritime liquefied petroleum gas freight rate,10.1007/s13762-022-04066-2,https://link.springer.com/article/10.1007/s13762-022-04066-2,"… clean energy sources market fluctuations in energy security … gas (LPG) freight rate to monitor energy supply security in … Therefore, the demand for LPG shipping may be elastic and …"
MK3J9NSV,,"Helmy, I; Ghoneim, H; Siddig, K",Progressive or Regressive: Rethinking Subsidies Reforms in Egypt,,https://www.researchgate.net/profile/Imane-Helmy-2/publication/334710915_Progressive_or_Regressive_Rethinking_Subsidies_Reforms_in_Egypt/links/5d3b6595a6fdcc370a638761/Progressive-or-Regressive-Rethinking-Subsidies-Reforms-in-Egypt.pdf,"… bread from food commodities as well as LPG and electricity (energy subsidies). Wheat flour … elasticity of substitution for the CES production functions, the income elasticity of demand for …"
XEY7BX5I,,"Brůha, J; Ščasný, M",Microdata-based research of Social and Distributional Aspects of Environmental Tax Reform,,https://www.researchgate.net/profile/Jan-Bruha-3/publication/229049942_Microdata-based_research_of_Social_and_Distributional_Aspects_of_Environmental_Tax_Reform/links/0fcfd508a7f20e9b5e000000/Microdata-based-research-of-Social-and-Distributional-Aspects-of-Environmental-Tax-Reform.pdf,… we find lower income elasticity on most energies: mainly on … impact of different price elasticities on energy consumption and … values of price elasticities including zero elasticity. Lowering …
H53BZY5V,2006,"Hung, WT",Taxation on vehicle fuels: its impacts on switching to cleaner fuels,,https://www.sciencedirect.com/science/article/pii/S0301421504002617,"… , the elasticity … LPG compared with diesel in energy terms, ie, LPG taxi consumed an average of 14.37 l while diesel taxi consumed 11.11 l of fuel per 100 km, the running cost of an LPG …"
KVLZGIN7,2020,"Chu, Z; Yu, J; Hamdulla, A","LPG-model: A novel model for throughput prediction in stream processing, using a light gradient boosting machine, incremental principal component analysis, and …",,https://www.sciencedirect.com/science/article/pii/S002002552030459X,… [3] alternatively proposed a reactive elastic collaborative scheduling strategy for general … minimal energy cost. This strategy determines the number of virtual machines based on energy …
SUJQP9YA,,"Ishiguro, M; Akiyama, T",Energy Demand in Five M\4ajor Asian Developing Countries,,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=56e58a0ad707e6223f26f3acbdee4e1b4f7b82a0,"… energy demand were built, a process which included estimating income and price elasticities of demand … The projections from the models show that the levels of energy demand of the …"
8VEJGT6B,2018,"Faizah, SI",Development of consumption and supplying energy in Indonesia's economy,,http://www.zbw.eu/econis-archiv/bitstream/11159/2687/1/1046462725.pdf,… Utilization of wasteful energy is shown by high energy elasticity. The … energy source is due to the fact that coal reserves are still available and their prices are relatively cheaper than LPG…
A6BB6AKH,2005,"Howells, MI; Alfstad, T; Victor, DG; Goldstein, G; ...",A model of household energy services in a low-income rural African village,,https://www.sciencedirect.com/science/article/pii/S0301421504000606,"… gas (LPG). The community of Nkweletsheni was included in this project, and a survey on … Improved surveys may also make it possible to compute appliance-specific elasticities in a way …"
NKGFUGS2,2003,"Varma, A","UK's climate change levy: cost effectiveness, competitiveness and environmental impacts",,https://www.sciencedirect.com/science/article/pii/S0301421502001179,"… of the price elasticity of demand and thus of the potential impact of the proposed tax rate. However, most empirical studies of energy demand have focussed on elasticities estimated on …"
ZM7LRXAU,2020,"Colomer, M; Lyra, M; Pires-Alves, C; Prado, LCD","The market of LPG (Liquefied petroleum gas) in Brazil: A brief structural, institutional-historical perspective",,https://www.cairn.info/revue-entreprises-et-histoire-2020-2-page-21.htm,"… the demand of LPG is elastic in relation to prices, this is not so for high income households. In this last case, the elasticity of demand … paper is the use of LPG as an energy source, so this …"
5KIYALSX,2019,"Ganguly, A; Bhattacharyya, R",Pricing of Energy Goods in India: How Is It Done?,10.1007/978-981-13-9981-7_14,https://link.springer.com/chapter/10.1007/978-981-13-9981-7_14,"… are necessities with very low elasticity of demand, incidence of taxes … energy goods in India. We consider only four of the several energy goods in use today in India: petrol, diesel, LPG …"
WCP7HXCP,2007,"Mendelsohn, R",12. Energy impacts,,https://www.elgaronline.com/downloadpdf/1845427475.pdf#page=240,… petroleum gas (LPG). Demographic characteristics that positively influence residential … The specific price elasticities predicted in this study are 1.5 for electricity and 1.1 for natural gas. …
5URTFNNS,2011,"CHINH, T Van; HIEN, ND",DEVELOPMENT OF ALTERNATIVE FUEL FOR PUBLIC TRANSPORT IN HOCHIMINH CITY,,https://www.jstage.jst.go.jp/article/eastpro/2011/0/2011_0_218/_article/-char/ja/,"… , the traffic demand was forecasted by elasticity method. … as Thailand and Korea have used LPG/CNG for buses and cars… can be developed by using cleaner energy (LPG, CNG) and …"
6SSVR6V5,2023,"Leung, JH; Seo, HK",How do government transfer payments affect retail prices and welfare? Evidence from SNAP,,https://www.sciencedirect.com/science/article/pii/S0047272722001621,"… Energy controls refer to annual state-level total energy, electricity, LPG, and natural gas … , with the MPCF from HS instead of the calibrated price elasticities, we obtain 0.036. All these …"
G6HBIC9G,1994,"Garcia, RA; Manegdeg, F; Raneses, NO",Household energy consumption surveys in three Philippine cities,,https://www.sciencedirect.com/science/article/pii/0360544294900507,"… as a more modem and convenient fuel and because the price of LPG is barely higher than … price elastic (except in the case of electricity), we recommend that the government’s Energy …"
ABXRGWEK,2010,"Schipper, L; Hand, P; Gillingham, K",The Road from Copenhagen: Fuel Prices and Other Factors Affecting Car Use and CO2 Emissions in Industrialized Countries,,https://www.researchgate.net/profile/Kenneth-Gillingham/publication/228427251_THE_ROAD_FROM_COPENHAGEN_FUEL_PRICES_AND_OTHER_FACTORS_AFFECTING_CAR_USE_AND_CO2_EMISSIONS_IN_INDUSTRIALIZED_COUNTRIES/links/0a85e5318b71267378000000/THE-ROAD-FROM-COPENHAGEN-FUEL-PRICES-AND-OTHER-FACTORS-AFFECTING-CAR-USE-AND-CO2-EMISSIONS-IN-INDUSTRIALIZED-COUNTRIES.pdf,"… and its energy content specified (eg gasoline, diesel, LPG or … our coefficients of the fuel price elasticity prior to 1992 and … significant elasticity of driving with respect to fuel price per km …"
PAVZC4QQ,2017,"Miao, L",Examining the impact factors of urban residential energy consumption and CO2 emissions in China–Evidence from city-level data,,https://www.sciencedirect.com/science/article/pii/S1470160X16305623,"… Energy price is calculated based on the price of electricity, natural gas, LPG and coal gas, and the prices of these energies are … However, in our cross-sectional analysis, elasticities of …"
DVPP5IWR,2014,"Stern, D",Fuel choices in rural Maharashtra,,https://openresearch-repository.anu.edu.au/handle/1885/12281,… ) cross-price elasticities as high as 0.843 for the effect of a rise in LPG on demand for … (eg [25]) we did not obtain price data from our field study and energy use was dominated by self-…
P32L65SW,2005,"Elias, RJ; Victor, DG",Energy transitions in developing countries: a review of concepts and literature,,https://fsi9-prod.s3.us-west-1.amazonaws.com/s3fs-public/energy_transitions.pdf,"… energy transition entails a simultaneous change in primary energy sources (eg, biomass or LPG… ), as well as decreasing income elasticity of demand for energy at the household level. …"
6S4C5ZWB,2022,"Bonilla, D; Banister, D; Nieto, US",Tax or Clean Technology? Measuring the True Effect on Carbon Emissions Mitigation for Sweden and Norway,,https://www.mdpi.com/1996-1073/15/11/3885,"… the newest in 2016 (road usage tax levied on LPG). As in Sweden, Norways taxes are … price elasticity (“Dummy_CO 2 tax”) shifted the emissions path much more than fuel tax elasticity …"
42ASTTUN,2015,"Li, FGN; Trutnevyte, E; Strachan, N",A review of socio-technical energy transition (STET) models,,https://www.sciencedirect.com/science/article/pii/S0040162515002267,"… of different vehicle platforms in Struben's AFV model or how consumers respond to and influence wider economic conditions through price elasticities in REMG, Res-IRF or ENGAGE. …"
SCMMB26U,2002,"MOSSE, A",SCHOOL OF GRADUATE STUDIES FACULTY OF BUSINESS AND ECONOMICS,,https://www.academia.edu/download/80586256/Aniley_20Mossa.pdf,… The implication being that it takes more energy consumption to … price elasticity of energy demand is very inelastic since the quantity of energy demand is far less responsive to price …
W7F7PT6P,2011,"Mukisa, SPT",Determinants of Demand for Tradable Commodities in a Small Open Economy: a Case of Diesel in Uganda,,http://196.43.140.182/xmlui/bitstream/handle/20.500.11951/578/Mukisa_Determinants%20of%20Demand%20for%20Tradable%20Commodities%20in%20a%20Small%20Open%20Economy_2011.pdf?sequence=1&isAllowed=y,
QMBFCMW8,2020,"Chen, J; Wang, B; Huang, S; Song, M",The influence of increased population density in China on air pollution,,https://www.sciencedirect.com/science/article/pii/S0048969720329739,"… : coal gas, natural gas, and LPG data are from the “China Urban … price elasticity of demand for these two products is roughly the same, we can expect that the demand for clean energy …"
EWL75PF8,2013,"Wianwiwat, S; Asafu-Adjaye, J",Is there a role for biofuels in promoting energy self sufficiency and security? A CGE analysis of biofuel policy in Thailand,,https://www.sciencedirect.com/science/article/pii/S030142151201107X,"… An example is LPG, which is used as fuel in most industries and households … elasticity parameters of substitution of energy i in sector j, while S ij is the energy use share of energy i in …"
JYC9JRYJ,1989,"Newbery, DM",Road transport fuel pricing policy,10.1146/annurev.eg.14.110189.000451,https://www.annualreviews.org/doi/pdf/10.1146/annurev.eg.14.110189.000451,"… have quite a high price elasticity. Given the difficulty of … LPG is like diesel and should be treated similarly, with a relatively low tax on LPG and correspondingly higher license fees on LPG…"
I5QV2CD3,2018,"Setiartiti, L",Renewable energy utilizing for clean energy development,,http://www.zbw.eu/econis-archiv/bitstream/11159/1935/1/1023180456.pdf,"… energy potential, where almost all energy needs in Yogyakarta, such as fuel oil and liquid petrolium gas(LPG) supplied from outside the area with the use of energy … elasticity of energy …"
4UG7JSHI,1997,"Natarajan, I",Demand forecast for bio-fuels.,,https://books.google.com/books?hl=en&lr=&id=G7XQnVM_GvEC&oi=fnd&pg=PA27&dq=price%7Cdemand+elasticity+energy+%22lpg%22&ots=ahQz-MaNyy&sig=rbIGWFUal8kouAu5WbXKn5c1v4Y,… to know the income elasticity of demand for energy. … like LPG and electricity and other non-conventional energy sources are not considered as their share in the total energy demand is …
